"assembled_transcript","Pru_locus"
"TR1740-c0_g1_i1","Pc20g02630"
"TR11190-c0_g1_i1","Pc20g02630"
"TR3017-c0_g1_i1","Pc20g02630"
"TR390-c0_g1_i1","Pc20g02630"
"TR8471-c0_g1_i1","Pc20g02630"
"TR1446-c0_g1_i1","Pc20g02640"
"TR9738-c0_g1_i1","Pc20g02640"
"TR13150-c0_g1_i1","Pc20g02640"
"TR10979-c0_g1_i1","Pc20g02640"
"TR9216-c0_g1_i1","Pc20g02640"
"TR10835-c0_g1_i1","Pc20g02640"
"TR671-c0_g1_i1","Pc20g02640"
"TR3276-c0_g1_i1","Pc20g02640"
"TR266-c0_g1_i1","Pc20g02640"
"TR14577-c0_g1_i1","Pc20g02640"
"TR5940-c0_g1_i1","Pc20g02680"
"TR340-c0_g1_i1","Pc20g02740"
"TR5519-c0_g1_i1","Pc20g02760"
"TR12648-c0_g1_i1","Pc20g02760"
"TR14798-c0_g1_i1","Pc20g02800"
"TR5245-c0_g1_i1","Pc20g02810"
"TR10069-c0_g1_i1","Pc20g02820"
"TR1599-c0_g1_i1","Pc20g02850"
"TR14073-c0_g1_i1","Pc20g02860"
"TR3811-c0_g1_i1","Pc20g02870"
"TR13128-c0_g1_i1","Pc20g02870"
"TR5504-c0_g1_i1","Pc20g02870"
"TR12988-c0_g1_i1","Pc20g02900"
"TR8240-c0_g1_i1","Pc20g02910"
"TR2638-c0_g1_i1","Pc20g02930"
"TR11212-c0_g1_i1","Pc20g02930"
"TR12679-c0_g1_i1","Pc20g02930"
"TR12633-c1_g1_i1","Pc20g02950"
"TR12709-c0_g1_i1","Pc20g02950"
"TR12633-c0_g1_i1","Pc20g02950"
"TR12278-c0_g1_i1","Pc20g02950"
"TR9158-c0_g1_i1","Pc20g02950"
"TR11384-c0_g1_i1","Pc20g02960"
"TR14575-c0_g1_i1","Pc20g02960"
"TR2559-c0_g1_i1","Pc20g02960"
"TR12520-c0_g1_i1","Pc20g02960"
"TR4423-c0_g1_i1","Pc20g02960"
"TR10633-c0_g1_i1","Pc20g02970"
"TR6740-c0_g1_i1","Pc20g02980"
"TR3993-c0_g1_i1","Pc20g03050"
"TR14505-c0_g1_i1","Pc20g03070"
"TR673-c0_g1_i1","Pc20g03100"
"TR14361-c0_g1_i1","Pc20g03110"
"TR7389-c0_g1_i1","Pc20g03120"
"TR12979-c0_g1_i1","Pc20g03140"
"TR11121-c0_g1_i1","Pc20g03140"
"TR146-c0_g1_i1","Pc20g03150"
"TR12402-c0_g1_i1","Pc20g03160"
"TR12402-c1_g1_i1","Pc20g03160"
"TR14734-c0_g1_i1","Pc20g03200"
"TR7015-c0_g1_i1","Pc20g03220"
"TR7596-c0_g1_i1","Pc20g03270"
"TR8223-c0_g1_i1","Pc20g03270"
"TR14629-c0_g1_i1","Pc20g03310"
"TR2606-c0_g1_i1","Pc20g03310"
"TR5858-c0_g1_i1","Pc20g03330"
"TR93-c0_g1_i1","Pc20g03340"
"TR2404-c0_g1_i1","Pc20g03430"
"TR151-c0_g1_i1","Pc20g03430"
"TR4321-c1_g1_i1","Pc20g03460"
"TR10094-c0_g1_i1","Pc20g03460"
"TR15279-c0_g1_i1","Pc20g03470"
"TR6256-c0_g1_i1","Pc20g03490"
"TR8976-c0_g1_i1","Pc20g03500"
"TR3116-c0_g1_i1","Pc20g03530"
"TR3793-c0_g1_i1","Pc20g03540"
"TR5774-c0_g1_i1","Pc20g03580"
"TR12669-c0_g1_i1","Pc20g03590"
"TR10638-c0_g1_i1","Pc20g03600"
"TR3032-c0_g1_i1","Pc20g03610"
"TR5975-c0_g1_i1","Pc20g03710"
"TR10024-c1_g1_i1","Pc20g03790"
"TR10024-c0_g1_i1","Pc20g03790"
"TR10513-c0_g1_i1","Pc20g03800"
"TR6276-c0_g1_i1","Pc20g03810"
"TR15018-c0_g1_i1","Pc20g03840"
"TR9903-c0_g1_i1","Pc20g03850"
"TR11955-c0_g1_i1","Pc20g03850"
"TR9592-c0_g1_i1","Pc20g03850"
"TR13105-c0_g1_i1","Pc20g03850"
"TR8146-c0_g1_i1","Pc20g03850"
"TR5295-c0_g1_i1","Pc20g03870"
"TR13403-c0_g1_i1","Pc20g03930"
"TR14977-c0_g1_i1","Pc20g03930"
"TR8561-c0_g1_i1","Pc20g03930"
"TR11195-c0_g1_i1","Pc20g03930"
"TR950-c0_g1_i1","Pc20g03970"
"TR12279-c0_g1_i1","Pc20g03980"
"TR7662-c0_g1_i1","Pc20g03980"
"TR1551-c0_g1_i1","Pc20g04000"
"TR4430-c0_g1_i1","Pc20g04000"
"TR418-c0_g1_i1","Pc20g04010"
"TR9262-c0_g1_i1","Pc20g04010"
"TR8241-c0_g1_i1","Pc20g04010"
"TR1796-c0_g1_i1","Pc20g04020"
"TR9342-c1_g1_i1","Pc20g04050"
"TR5124-c0_g1_i1","Pc20g04070"
"TR14697-c0_g1_i1","Pc20g04080"
"TR10284-c0_g1_i1","Pc20g04090"
"TR4909-c0_g1_i1","Pc20g04150"
"TR15094-c0_g1_i1","Pc20g04300"
"TR12370-c0_g1_i1","Pc20g04310"
"TR630-c0_g1_i1","Pc20g04310"
"TR2856-c0_g1_i1","Pc20g04310"
"TR12370-c1_g1_i1","Pc20g04310"
"TR9081-c0_g1_i1","Pc20g04350"
"TR2235-c0_g1_i1","Pc20g04350"
"TR9188-c0_g1_i1","Pc20g04370"
"TR5723-c0_g1_i1","Pc20g04380"
"TR13321-c0_g1_i1","Pc20g04390"
"TR10060-c0_g1_i1","Pc20g04410"
"TR6205-c0_g1_i1","Pc20g04720"
"TR1229-c0_g1_i1","Pc20g04760"
"TR11277-c0_g1_i1","Pc20g04790"
"TR11343-c0_g1_i1","Pc20g04790"
"TR9842-c0_g1_i1","Pc20g04800"
"TR13906-c0_g1_i1","Pc20g04810"
"TR14017-c0_g1_i1","Pc20g04810"
"TR12686-c0_g1_i1","Pc20g04810"
"TR11225-c0_g1_i1","Pc20g04820"
"TR2325-c1_g1_i1","Pc20g04860"
"TR9057-c0_g1_i1","Pc20g04880"
"TR6718-c0_g1_i1","Pc20g04890"
"TR10743-c0_g1_i1","Pc20g04890"
"TR9809-c0_g1_i1","Pc20g04890"
"TR4130-c0_g1_i1","Pc20g04900"
"TR3010-c2_g1_i1","Pc20g04960"
"TR14884-c0_g1_i1","Pc20g04960"
"TR2833-c0_g1_i1","Pc20g04960"
"TR7087-c0_g1_i1","Pc20g04960"
"TR5724-c0_g1_i1","Pc20g04960"
"TR15137-c0_g1_i1","Pc20g04960"
"TR5954-c0_g1_i1","Pc20g04960"
"TR6939-c0_g1_i1","Pc20g05000"
"TR5485-c0_g1_i1","Pc20g05030"
"TR11356-c0_g1_i1","Pc20g05040"
"TR6825-c0_g1_i1","Pc20g05060"
"TR4885-c0_g1_i1","Pc20g05060"
"TR11231-c0_g1_i1","Pc20g05060"
"TR3643-c0_g1_i1","Pc20g05090"
"TR3721-c0_g1_i1","Pc20g05140"
"TR13434-c0_g1_i1","Pc20g05150"
"TR6132-c0_g1_i1","Pc20g05180"
"TR792-c0_g1_i1","Pc20g05180"
"TR13235-c0_g1_i1","Pc20g05300"
"TR13013-c0_g1_i1","Pc20g05330"
"TR4488-c0_g1_i1","Pc20g05490"
"TR3648-c0_g1_i1","Pc20g05510"
"TR7866-c0_g1_i1","Pc20g05530"
"TR5944-c0_g1_i1","Pc20g05560"
"TR13422-c0_g1_i1","Pc20g05580"
"TR9753-c0_g1_i1","Pc20g05590"
"TR7077-c0_g1_i1","Pc20g05600"
"TR8912-c0_g1_i1","Pc20g05620"
"TR3349-c0_g1_i1","Pc20g05630"
"TR1973-c0_g1_i1","Pc20g05770"
"TR5898-c0_g1_i1","Pc20g05800"
"TR1204-c0_g1_i1","Pc20g05830"
"TR10477-c0_g1_i1","Pc20g05830"
"TR7898-c0_g1_i1","Pc20g05830"
"TR2390-c0_g1_i1","Pc20g05860"
"TR12657-c0_g1_i1","Pc20g05890"
"TR5777-c0_g1_i1","Pc20g05890"
"TR5777-c1_g1_i1","Pc20g05890"
"TR12826-c0_g1_i1","Pc20g05910"
"TR14523-c0_g1_i1","Pc20g05920"
"TR1469-c0_g1_i1","Pc20g05940"
"TR15076-c0_g1_i1","Pc20g05940"
"TR4115-c0_g1_i1","Pc20g05940"
"TR10165-c0_g1_i1","Pc20g05940"
"TR12109-c0_g1_i1","Pc20g05940"
"TR5466-c0_g1_i1","Pc20g05940"
"TR12845-c0_g1_i1","Pc20g05940"
"TR1141-c0_g1_i1","Pc20g05940"
"TR8886-c0_g1_i1","Pc20g05940"
"TR15033-c0_g1_i1","Pc20g05940"
"TR846-c0_g1_i1","Pc20g05940"
"TR7924-c0_g1_i1","Pc20g05940"
"TR10296-c0_g1_i1","Pc20g05940"
"TR6214-c0_g1_i1","Pc20g05940"
"TR10776-c0_g1_i1","Pc20g05940"
"TR10508-c0_g1_i1","Pc20g05940"
"TR3120-c0_g1_i1","Pc20g05940"
"TR5569-c0_g1_i1","Pc20g06010"
"TR1338-c0_g1_i1","Pc20g06030"
"TR10480-c0_g1_i1","Pc20g06030"
"TR1860-c0_g1_i1","Pc20g06030"
"TR12788-c0_g1_i1","Pc20g06030"
"TR4532-c0_g1_i1","Pc20g06030"
"TR2677-c0_g1_i1","Pc20g06040"
"TR12537-c0_g1_i1","Pc20g06050"
"TR15281-c0_g1_i1","Pc20g06070"
"TR13766-c0_g1_i1","Pc20g06140"
"TR11179-c0_g1_i1","Pc20g06170"
"TR481-c0_g1_i1","Pc20g06200"
"TR13094-c0_g1_i1","Pc20g06200"
"TR12024-c0_g1_i1","Pc20g06200"
"TR2462-c0_g1_i1","Pc20g06210"
"TR1678-c0_g1_i1","Pc20g06210"
"TR3087-c0_g1_i1","Pc20g06210"
"TR2998-c0_g1_i1","Pc20g06210"
"TR4834-c0_g1_i1","Pc20g06210"
"TR12972-c0_g1_i1","Pc20g06300"
"TR137-c0_g1_i1","Pc20g06330"
"TR15205-c0_g1_i1","Pc20g06340"
"TR10797-c0_g1_i1","Pc20g06410"
"TR7365-c0_g1_i1","Pc20g06440"
"TR3166-c0_g1_i1","Pc20g06490"
"TR8619-c0_g1_i1","Pc20g06500"
"TR11337-c0_g1_i1","Pc20g06510"
"TR1683-c0_g1_i1","Pc20g06520"
"TR4524-c0_g1_i1","Pc20g06570"
"TR1822-c0_g1_i1","Pc20g06660"
"TR1483-c0_g1_i1","Pc20g06670"
"TR4921-c0_g1_i1","Pc20g06670"
"TR623-c0_g1_i1","Pc20g06670"
"TR13178-c0_g1_i1","Pc20g06670"
"TR15266-c0_g1_i1","Pc20g06670"
"TR12237-c0_g1_i1","Pc20g06670"
"TR2210-c0_g1_i1","Pc20g06700"
"TR14583-c0_g1_i1","Pc20g06700"
"TR5509-c0_g1_i1","Pc20g06720"
"TR4403-c0_g1_i1","Pc20g06740"
"TR13496-c0_g1_i1","Pc20g06740"
"TR6909-c0_g1_i1","Pc20g06760"
"TR5711-c0_g1_i1","Pc20g06780"
"TR1382-c0_g1_i1","Pc20g06860"
"TR9252-c0_g1_i1","Pc20g06860"
"TR9499-c0_g1_i1","Pc20g06860"
"TR2301-c0_g1_i1","Pc20g06920"
"TR12562-c0_g1_i1","Pc20g06940"
"TR4066-c0_g1_i1","Pc20g06960"
"TR14091-c0_g1_i1","Pc20g06960"
"TR753-c0_g1_i1","Pc20g06990"
"TR10313-c0_g1_i1","Pc20g07010"
"TR10715-c0_g1_i1","Pc20g07050"
"TR15246-c0_g1_i1","Pc20g07050"
"TR8146-c2_g1_i1","Pc20g07060"
"TR781-c0_g1_i1","Pc20g07060"
"TR1123-c0_g1_i1","Pc20g07070"
"TR14373-c0_g1_i1","Pc20g07070"
"TR10768-c0_g1_i1","Pc20g07100"
"TR691-c0_g1_i1","Pc20g07160"
"TR11852-c0_g1_i1","Pc20g07200"
"TR689-c0_g1_i1","Pc20g07210"
"TR9346-c0_g1_i1","Pc20g07240"
"TR7058-c0_g1_i1","Pc20g07250"
"TR4396-c0_g1_i1","Pc20g07270"
"TR2865-c0_g1_i1","Pc20g07320"
"TR5353-c0_g1_i1","Pc20g07400"
"TR13328-c0_g1_i1","Pc20g07410"
"TR2008-c0_g1_i1","Pc20g07440"
"TR5463-c0_g1_i1","Pc20g07470"
"TR9458-c0_g1_i1","Pc20g07470"
"TR12426-c0_g1_i1","Pc20g07500"
"TR3126-c0_g1_i1","Pc20g07500"
"TR3444-c0_g1_i1","Pc20g07500"
"TR6676-c0_g1_i1","Pc20g07500"
"TR13944-c0_g1_i1","Pc20g07530"
"TR11392-c0_g1_i1","Pc20g07570"
"TR3091-c0_g1_i1","Pc20g07590"
"TR6188-c0_g1_i1","Pc20g07600"
"TR7076-c1_g1_i1","Pc20g07610"
"TR9649-c0_g1_i1","Pc20g07630"
"TR1501-c0_g1_i1","Pc20g07640"
"TR13445-c0_g1_i1","Pc20g07650"
"TR6498-c0_g1_i1","Pc20g07660"
"TR7264-c0_g1_i1","Pc20g07670"
"TR754-c0_g1_i1","Pc20g07690"
"TR5150-c0_g1_i1","Pc20g07710"
"TR12244-c0_g1_i1","Pc20g07740"
"TR11245-c0_g1_i1","Pc20g07760"
"TR8497-c0_g1_i1","Pc20g07790"
"TR14058-c0_g1_i1","Pc20g07810"
"TR3189-c0_g1_i1","Pc20g07820"
"TR14738-c0_g1_i1","Pc20g07830"
"TR3018-c0_g1_i1","Pc20g07830"
"TR13028-c0_g1_i1","Pc20g07840"
"TR11826-c0_g1_i1","Pc20g07870"
"TR11398-c1_g1_i1","Pc20g07880"
"TR7478-c0_g1_i1","Pc20g07900"
"TR3355-c0_g1_i1","Pc20g07900"
"TR149-c0_g1_i1","Pc20g07900"
"TR13898-c0_g1_i1","Pc20g07920"
"TR2854-c0_g1_i1","Pc20g07930"
"TR3413-c0_g1_i1","Pc20g07930"
"TR8169-c0_g1_i1","Pc20g07930"
"TR2303-c0_g1_i1","Pc20g07960"
"TR4517-c0_g1_i1","Pc20g07980"
"TR6262-c0_g1_i1","Pc20g08010"
"TR12540-c0_g1_i1","Pc20g08020"
"TR13244-c0_g1_i1","Pc20g08040"
"TR9050-c0_g1_i1","Pc20g08070"
"TR9535-c0_g1_i1","Pc20g08070"
"TR9154-c0_g1_i1","Pc20g08070"
"TR3317-c0_g1_i1","Pc20g08070"
"TR2811-c0_g1_i1","Pc20g08080"
"TR5211-c0_g1_i1","Pc20g08090"
"TR10281-c0_g1_i1","Pc20g08110"
"TR2367-c0_g1_i1","Pc20g08130"
"TR14890-c0_g1_i1","Pc20g08150"
"TR10832-c1_g1_i1","Pc20g08160"
"TR8101-c0_g1_i1","Pc20g08170"
"TR12994-c0_g1_i1","Pc20g08180"
"TR11111-c0_g1_i1","Pc20g08210"
"TR4988-c0_g1_i1","Pc20g08210"
"TR621-c0_g1_i1","Pc20g08220"
"TR4416-c0_g1_i1","Pc20g08230"
"TR1749-c0_g1_i1","Pc20g08240"
"TR11028-c0_g1_i1","Pc20g08250"
"TR12292-c0_g1_i1","Pc20g08260"
"TR6556-c0_g1_i1","Pc20g08270"
"TR2174-c0_g1_i1","Pc20g08280"
"TR315-c0_g1_i1","Pc20g08280"
"TR14030-c0_g1_i1","Pc20g08290"
"TR6895-c0_g1_i1","Pc20g08300"
"TR5705-c0_g1_i1","Pc20g08310"
"TR2683-c0_g1_i1","Pc20g08320"
"TR434-c0_g1_i1","Pc20g08320"
"TR11825-c0_g1_i1","Pc20g08330"
"TR2304-c0_g1_i1","Pc20g08350"
"TR4020-c1_g1_i1","Pc20g08350"
"TR2256-c0_g1_i1","Pc20g08350"
"TR2680-c1_g1_i1","Pc20g08360"
"TR2680-c0_g1_i1","Pc20g08360"
"TR5533-c0_g1_i1","Pc20g08360"
"TR9723-c1_g1_i1","Pc20g08380"
"TR9723-c2_g1_i1","Pc20g08380"
"TR4877-c0_g1_i1","Pc20g08420"
"TR14363-c1_g1_i1","Pc20g08430"
"TR4105-c0_g1_i1","Pc20g08440"
"TR12572-c0_g1_i1","Pc20g08450"
"TR884-c0_g1_i1","Pc20g08470"
"TR4479-c0_g1_i1","Pc20g08480"
"TR760-c0_g1_i1","Pc20g08500"
"TR7064-c0_g1_i1","Pc20g08510"
"TR2178-c0_g1_i1","Pc20g08510"
"TR6979-c0_g1_i1","Pc20g08520"
"TR4033-c2_g1_i1","Pc20g08530"
"TR12971-c0_g1_i1","Pc20g08540"
"TR8485-c0_g1_i1","Pc20g08550"
"TR12515-c0_g1_i1","Pc20g08570"
"TR8293-c0_g1_i1","Pc20g08580"
"TR759-c0_g1_i1","Pc20g08590"
"TR7407-c0_g1_i1","Pc20g08600"
"TR14676-c0_g1_i1","Pc20g08600"
"TR15063-c0_g1_i1","Pc20g08600"
"TR4017-c0_g1_i1","Pc20g08610"
"TR12547-c1_g1_i1","Pc20g08620"
"TR1177-c0_g1_i1","Pc20g08630"
"TR5086-c0_g1_i1","Pc20g08640"
"TR3989-c0_g1_i1","Pc20g08640"
"TR9871-c0_g1_i1","Pc20g08970"
"TR7459-c0_g1_i1","Pc20g08980"
"TR7408-c1_g1_i1","Pc20g09000"
"TR12932-c0_g1_i1","Pc20g09000"
"TR7408-c0_g1_i1","Pc20g09000"
"TR7714-c0_g1_i1","Pc20g09010"
"TR9215-c0_g1_i1","Pc20g09030"
"TR10092-c0_g1_i1","Pc20g09050"
"TR1932-c0_g1_i1","Pc20g09070"
"TR7229-c0_g1_i1","Pc20g09080"
"TR24-c0_g1_i1","Pc20g09080"
"TR15263-c0_g1_i1","Pc20g09090"
"TR11523-c0_g1_i1","Pc20g09090"
"TR6876-c0_g1_i1","Pc20g09120"
"TR2118-c0_g1_i1","Pc20g09160"
"TR9339-c0_g1_i1","Pc20g09160"
"TR12106-c0_g1_i1","Pc20g09170"
"TR5139-c0_g1_i1","Pc20g09170"
"TR55-c0_g1_i1","Pc20g09170"
"TR2708-c0_g1_i1","Pc20g09180"
"TR3372-c1_g1_i1","Pc20g09190"
"TR4292-c0_g1_i1","Pc20g09200"
"TR9428-c0_g1_i1","Pc20g09210"
"TR947-c0_g1_i1","Pc20g09230"
"TR7415-c0_g1_i1","Pc20g09260"
"TR159-c0_g1_i1","Pc20g09270"
"TR6711-c0_g2_i1","Pc20g09280"
"TR563-c0_g1_i1","Pc20g09280"
"TR6711-c0_g1_i1","Pc20g09280"
"TR3559-c0_g1_i1","Pc20g09290"
"TR11536-c0_g1_i1","Pc20g09320"
"TR951-c0_g1_i1","Pc20g09340"
"TR8503-c0_g1_i1","Pc20g09350"
"TR2136-c0_g1_i1","Pc20g09410"
"TR785-c0_g1_i1","Pc20g09410"
"TR1100-c0_g1_i1","Pc20g09410"
"TR3662-c0_g1_i1","Pc20g09410"
"TR318-c0_g1_i1","Pc20g09410"
"TR14024-c0_g1_i1","Pc20g09410"
"TR11109-c0_g1_i1","Pc20g09410"
"TR11512-c0_g1_i1","Pc20g09420"
"TR11417-c0_g1_i1","Pc20g09420"
"TR7213-c0_g1_i1","Pc20g09430"
"TR3447-c0_g2_i1","Pc20g09460"
"TR3447-c0_g1_i1","Pc20g09460"
"TR2838-c0_g1_i1","Pc20g09470"
"TR4369-c0_g1_i1","Pc20g09480"
"TR5859-c0_g1_i1","Pc20g09550"
"TR5573-c0_g1_i1","Pc20g09560"
"TR570-c0_g1_i1","Pc20g09610"
"TR12915-c0_g1_i1","Pc20g09660"
"TR11064-c0_g1_i1","Pc20g09690"
"TR7016-c1_g1_i1","Pc20g09690"
"TR14367-c0_g1_i1","Pc20g09790"
"TR14353-c0_g1_i1","Pc20g09800"
"TR887-c0_g1_i1","Pc20g09800"
"TR8551-c0_g1_i1","Pc20g09860"
"TR14617-c0_g1_i1","Pc20g09870"
"TR10268-c0_g1_i1","Pc20g09900"
"TR3550-c0_g1_i1","Pc20g09950"
"TR4010-c0_g1_i1","Pc20g09960"
"TR6492-c0_g1_i1","Pc20g10000"
"TR6231-c0_g1_i1","Pc20g10090"
"TR5187-c0_g1_i1","Pc20g10120"
"TR5887-c0_g1_i1","Pc20g10130"
"TR3426-c1_g1_i1","Pc20g10170"
"TR8105-c0_g1_i1","Pc20g10170"
"TR6318-c0_g1_i1","Pc20g10170"
"TR4013-c0_g1_i1","Pc20g10170"
"TR2654-c0_g1_i1","Pc20g10170"
"TR13-c0_g1_i1","Pc20g10170"
"TR229-c0_g1_i1","Pc20g10170"
"TR13578-c0_g1_i1","Pc20g10210"
"TR13493-c0_g1_i1","Pc20g10210"
"TR14115-c0_g1_i1","Pc20g10210"
"TR7635-c0_g1_i1","Pc20g10240"
"TR4420-c0_g1_i1","Pc20g10240"
"TR7444-c0_g1_i1","Pc20g10350"
"TR752-c0_g1_i1","Pc20g10360"
"TR8652-c0_g1_i1","Pc20g10360"
"TR7250-c0_g1_i1","Pc20g10400"
"TR10503-c0_g1_i1","Pc20g10480"
"TR2991-c0_g1_i1","Pc20g10490"
"TR8357-c0_g1_i1","Pc20g10510"
"TR14479-c0_g1_i1","Pc20g10510"
"TR425-c0_g1_i1","Pc20g10510"
"TR14411-c0_g1_i1","Pc20g10610"
"TR14118-c0_g1_i1","Pc20g10610"
"TR9682-c0_g1_i1","Pc20g10660"
"TR12040-c0_g1_i1","Pc20g10660"
"TR13341-c0_g1_i1","Pc20g10670"
"TR15155-c0_g1_i1","Pc20g10670"
"TR9618-c0_g1_i1","Pc20g10670"
"TR14104-c0_g1_i1","Pc20g10790"
"TR12079-c0_g1_i1","Pc20g10790"
"TR12636-c0_g1_i1","Pc20g10860"
"TR8415-c0_g1_i1","Pc20g10870"
"TR9343-c0_g1_i1","Pc20g10890"
"TR13486-c0_g1_i1","Pc20g10890"
"TR15096-c0_g1_i1","Pc20g10900"
"TR3026-c0_g1_i1","Pc20g10920"
"TR603-c0_g1_i1","Pc20g10940"
"TR6200-c0_g1_i1","Pc20g10950"
"TR12407-c0_g1_i1","Pc20g11150"
"TR10207-c0_g1_i1","Pc20g11150"
"TR14770-c0_g1_i1","Pc20g11190"
"TR408-c0_g1_i1","Pc20g11240"
"TR10956-c0_g1_i1","Pc20g11280"
"TR15102-c1_g1_i1","Pc20g11290"
"TR1716-c0_g1_i1","Pc20g11330"
"TR5706-c0_g1_i1","Pc20g11410"
"TR10620-c0_g1_i1","Pc20g11530"
"TR7477-c0_g1_i1","Pc20g11540"
"TR3222-c0_g1_i1","Pc20g11540"
"TR2943-c0_g1_i1","Pc20g11540"
"TR9385-c0_g1_i1","Pc20g11540"
"TR6854-c0_g1_i1","Pc20g11540"
"TR1318-c0_g1_i1","Pc20g11540"
"TR10045-c0_g1_i1","Pc20g11540"
"TR4908-c0_g1_i1","Pc20g11550"
"TR143-c0_g1_i1","Pc20g11570"
"TR1062-c0_g1_i1","Pc20g11570"
"TR9981-c0_g1_i1","Pc20g11570"
"TR3802-c0_g1_i1","Pc20g11580"
"TR5736-c0_g1_i1","Pc20g11590"
"TR8128-c0_g1_i1","Pc20g11610"
"TR3270-c0_g1_i1","Pc20g11620"
"TR9645-c0_g1_i1","Pc20g11630"
"TR10384-c0_g1_i1","Pc20g11630"
"TR3716-c0_g1_i1","Pc20g11630"
"TR7349-c0_g1_i1","Pc20g11630"
"TR4980-c0_g1_i1","Pc20g11650"
"TR11533-c0_g1_i1","Pc20g11660"
"TR15181-c0_g1_i1","Pc20g11700"
"TR7424-c0_g1_i1","Pc20g11710"
"TR2444-c0_g1_i1","Pc20g11730"
"TR14452-c0_g1_i1","Pc20g11740"
"TR5941-c0_g1_i1","Pc20g11760"
"TR13259-c0_g1_i1","Pc20g11760"
"TR1979-c0_g1_i1","Pc20g11780"
"TR6548-c0_g1_i1","Pc20g11790"
"TR7026-c0_g1_i1","Pc20g11810"
"TR14441-c0_g1_i1","Pc20g11820"
"TR11000-c0_g1_i1","Pc20g11820"
"TR4028-c1_g1_i1","Pc20g11850"
"TR4028-c0_g1_i1","Pc20g11850"
"TR2268-c0_g1_i1","Pc20g11860"
"TR12907-c0_g1_i1","Pc20g11890"
"TR10667-c0_g1_i1","Pc20g11900"
"TR2348-c0_g1_i1","Pc20g11910"
"TR14857-c0_g1_i1","Pc20g11920"
"TR827-c0_g1_i1","Pc20g12020"
"TR383-c0_g1_i1","Pc20g12040"
"TR11801-c0_g1_i1","Pc20g12050"
"TR9338-c0_g1_i1","Pc20g12070"
"TR8099-c0_g1_i1","Pc20g12080"
"TR2233-c0_g1_i1","Pc20g12160"
"TR10885-c0_g1_i1","Pc20g12170"
"TR8168-c0_g1_i1","Pc20g12180"
"TR2106-c0_g1_i1","Pc20g12210"
"TR9515-c0_g1_i1","Pc20g12250"
"TR3242-c0_g1_i1","Pc20g12270"
"TR4006-c1_g1_i1","Pc20g12310"
"TR169-c0_g1_i1","Pc20g12310"
"TR4006-c0_g1_i1","Pc20g12310"
"TR9276-c0_g1_i1","Pc20g12320"
"TR1632-c0_g1_i1","Pc20g12340"
"TR10817-c0_g1_i1","Pc20g12360"
"TR1139-c0_g1_i1","Pc20g12410"
"TR3208-c0_g1_i1","Pc20g12420"
"TR6297-c0_g1_i1","Pc20g12430"
"TR2511-c0_g1_i1","Pc20g12440"
"TR11817-c0_g1_i1","Pc20g12470"
"TR11817-c0_g2_i1","Pc20g12470"
"TR7603-c0_g1_i1","Pc20g12480"
"TR3071-c0_g1_i1","Pc20g12500"
"TR9135-c0_g1_i1","Pc20g12520"
"TR7764-c0_g1_i1","Pc20g12540"
"TR5018-c0_g1_i1","Pc20g12560"
"TR11152-c0_g1_i1","Pc20g12590"
"TR1725-c0_g1_i1","Pc20g12620"
"TR3293-c0_g1_i1","Pc20g12690"
"TR11370-c0_g1_i1","Pc20g12700"
"TR1498-c0_g1_i1","Pc20g12710"
"TR13963-c0_g1_i1","Pc20g12740"
"TR1727-c0_g1_i1","Pc20g12760"
"TR6897-c0_g1_i1","Pc20g12770"
"TR2315-c0_g1_i1","Pc20g12770"
"TR12263-c0_g1_i1","Pc20g12780"
"TR14205-c0_g1_i1","Pc20g12800"
"TR4986-c0_g1_i1","Pc20g12840"
"TR7231-c0_g1_i1","Pc20g12930"
"TR1432-c0_g1_i1","Pc20g12930"
"TR8957-c0_g1_i1","Pc20g13000"
"TR13421-c0_g1_i1","Pc20g13010"
"TR13202-c0_g1_i1","Pc20g13030"
"TR13292-c0_g1_i1","Pc20g13090"
"TR7199-c0_g1_i1","Pc20g13240"
"TR11957-c0_g1_i1","Pc20g13250"
"TR8130-c0_g1_i1","Pc20g13260"
"TR4722-c0_g1_i1","Pc20g13270"
"TR13879-c0_g1_i1","Pc20g13280"
"TR13822-c0_g1_i1","Pc20g13310"
"TR13282-c0_g1_i1","Pc20g13320"
"TR11246-c0_g1_i1","Pc20g13330"
"TR2554-c0_g1_i1","Pc20g13340"
"TR12627-c0_g1_i1","Pc20g13350"
"TR6386-c0_g1_i1","Pc20g13360"
"TR14341-c0_g1_i1","Pc20g13360"
"TR6701-c0_g1_i1","Pc20g13360"
"TR9333-c0_g1_i1","Pc20g13370"
"TR11208-c1_g1_i1","Pc20g13370"
"TR14790-c0_g1_i1","Pc20g13410"
"TR11477-c0_g1_i1","Pc20g13420"
"TR10611-c0_g1_i1","Pc20g13420"
"TR4996-c0_g1_i1","Pc20g13470"
"TR9648-c0_g1_i1","Pc20g13510"
"TR7196-c0_g1_i1","Pc20g13520"
"TR8458-c1_g1_i1","Pc20g13550"
"TR3664-c0_g1_i1","Pc20g13560"
"TR10799-c0_g1_i1","Pc20g13570"
"TR13788-c0_g1_i1","Pc20g13650"
"TR3033-c0_g1_i1","Pc20g13670"
"TR405-c1_g1_i1","Pc20g13770"
"TR12708-c0_g1_i1","Pc20g13780"
"TR13857-c0_g1_i1","Pc20g13800"
"TR12187-c0_g1_i1","Pc20g13810"
